Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,Risk_Level
57,Male,High School,Married,114817.0,620.0,36310.0,Auto,Self-employed,2,Poor,0.2531595077362965,281540.0,2.0,Lake Peggyburgh,CT,Syrian Arab Republic,3.0,2,Alto,0
18,Male,Bachelor's,Married,94460.0,764.0,17838.0,Business,Employed,18,Good,0.3815893241652779,154966.0,1.0,New Jeremy,WA,Zambia,3.0,2,Alto,0
21,Male,Master's,Married,78817.0,772.0,33330.0,Auto,Employed,4,Good,0.5771167839799001,186453.0,3.0,New Peterstad,TX,Somalia,4.0,0,Alto,0
55,Non-binary,High School,Widowed,78824.0,768.0,5798.0,Business,Self-employed,7,Poor,0.5657984369882234,279670.0,4.0,West Wanda,CO,United Arab Emirates,3.0,0,Alto,0
33,Non-binary,High School,Divorced,48087.0,758.0,25937.0,Auto,Self-employed,17,Excellent,0.29614913112997454,181209.0,0.0,Laneville,MP,United Arab Emirates,1.0,2,Bajo,1
61,Male,Bachelor's,Widowed,20183.0,677.0,46697.0,Auto,Self-employed,12,Excellent,0.5154275959312414,161299.0,0.0,Miguelmouth,ME,Thailand,3.0,0,Alto,0
64,Non-binary,Bachelor's,Single,86558.0,768.0,48390.0,Home,Employed,16,Fair,0.48277973090727244,288125.0,1.0,East Pam,WI,Namibia,0.0,2,Bajo,1
24,Female,PhD,Married,37676.0,692.0,47773.0,Home,Employed,6,Excellent,0.2541011650794993,288920.0,4.0,Henrybury,OR,Mali,4.0,1,Alto,0
27,Female,High School,Widowed,105825.0,660.0,40511.0,Home,Employed,9,Poor,0.1812184750304914,27349.0,0.0,Lake Aaronchester,PA,Faroe Islands,1.0,0,Medio,2
26,Male,High School,Divorced,48688.0,778.0,29232.0,Personal,Employed,3,Excellent,0.48974211784155086,291459.0,0.0,Salinasstad,UT,Comoros,3.0,1,Alto,0
63,Non-binary,PhD,Single,34800.0,752.0,45888.0,Personal,Unemployed,14,Good,0.4185488411940296,48905.0,4.0,Jenniferstad,NM,Angola,2.0,2,Alto,0
62,Male,Bachelor's,Single,95969.0,783.0,24423.0,Business,Unemployed,1,Good,0.5677253322856332,231918.0,0.0,Robertshire,SC,Barbados,4.0,0,Alto,0
32,Female,PhD,Divorced,118262.0,692.0,29535.0,Personal,Self-employed,1,Excellent,0.20491310553640155,212664.0,3.0,South Kelly,MN,Belize,1.0,0,Bajo,1
56,Male,Master's,Widowed,59605.0,732.0,39633.0,Home,Employed,3,Poor,0.48191774629848816,133045.0,0.0,Kanehaven,MT,Eritrea,1.0,1,Bajo,1
61,Male,PhD,Single,58822.0,782.0,36173.0,Business,Unemployed,7,Poor,0.2197245260238537,141116.0,1.0,Jessicahaven,VI,Malta,4.0,1,Alto,0
35,Female,Master's,Single,30683.0,749.0,45526.0,Personal,Self-employed,0,Excellent,0.36029025604653364,211240.0,1.0,Andrewhaven,CO,Denmark,3.0,2,Alto,0
68,Female,Master's,Single,80308.0,714.0,42891.0,Home,Employed,9,Good,0.4842917923416796,288342.0,3.0,Lake Danielberg,CA,Bolivia,3.0,0,Alto,0
66,Non-binary,PhD,Single,81383.0,670.0,35689.0,Home,Employed,1,Good,0.3769498017067915,280158.0,1.0,Angelberg,IL,Mali,1.0,0,Medio,2
27,Non-binary,Bachelor's,Married,76153.0,663.0,9647.0,Personal,Unemployed,15,Good,0.242833683180652,102991.0,0.0,West Douglaschester,WA,Cook Islands,1.0,2,Medio,2
66,Female,Master's,Widowed,117392.0,737.0,11577.0,Business,Self-employed,4,Fair,0.38361004601114523,207333.0,2.0,Port Katherineview,DE,Malawi,1.0,2,Bajo,1
39,Male,Master's,Single,86358.0,789.0,43360.0,Home,Unemployed,18,Excellent,0.2660035183537329,26890.0,4.0,Port Jack,DE,Pakistan,3.0,2,Alto,0
30,Male,Master's,Divorced,92158.0,605.0,48933.0,Personal,Self-employed,5,Good,0.3815881099125499,214233.0,1.0,Ashleyview,OK,Mauritius,4.0,2,Alto,0
55,Female,PhD,Widowed,43652.0,631.0,37398.0,Personal,Self-employed,16,Excellent,0.5360276058349993,292807.0,2.0,Kimberlyton,ID,Czech Republic,2.0,2,Medio,2
41,Female,PhD,Married,43795.0,694.0,9630.0,Business,Unemployed,3,Poor,0.194287596041794,242752.0,0.0,North Kellyfort,AK,Sao Tome and Principe,0.0,0,Bajo,1
53,Male,PhD,Divorced,99925.0,655.0,6093.0,Business,Employed,5,Fair,0.34181248723735624,26694.0,0.0,Williamsborough,PW,Cuba,4.0,0,Alto,0
44,Non-binary,Master's,Married,36375.0,730.0,9659.0,Home,Self-employed,3,Poor,0.5810879620458018,113216.0,3.0,Lake Olivia,TN,Papua New Guinea,0.0,2,Alto,0
69,Male,Master's,Single,36277.0,751.0,10179.0,Business,Unemployed,18,Good,0.14671549479584814,271658.0,1.0,North Thomasview,AL,Brazil,2.0,2,Alto,0
19,Male,Bachelor's,Married,40545.0,611.0,12882.0,Business,Employed,14,Poor,0.21500463969292946,281363.0,2.0,South Danatown,WA,Cook Islands,1.0,2,Medio,2
24,Female,Bachelor's,Single,45545.0,749.0,6840.0,Business,Unemployed,8,Poor,0.3088134698978484,117156.0,1.0,South Alexis,AR,Bermuda,2.0,1,Bajo,1
60,Non-binary,Bachelor's,Divorced,56994.0,722.0,21401.0,Home,Unemployed,10,Poor,0.197242088271507,101348.0,4.0,Brettshire,NJ,Georgia,3.0,0,Alto,0
38,Non-binary,High School,Divorced,44798.0,742.0,15836.0,Business,Unemployed,15,Good,0.3008604460730451,22565.0,2.0,Codyport,NC,Cook Islands,1.0,0,Bajo,1
46,Male,Master's,Widowed,37752.0,601.0,26999.0,Home,Employed,4,Good,0.3708785098300581,51828.0,4.0,South Carolyn,WA,Honduras,3.0,1,Alto,0
18,Male,PhD,Married,96620.0,686.0,47372.0,Personal,Unemployed,7,Excellent,0.3355041138725938,102193.0,0.0,East Danielle,CT,Isle of Man,1.0,2,Bajo,1
64,Non-binary,PhD,Divorced,49846.0,717.0,23549.0,Business,Unemployed,5,Good,0.38543126823788565,51725.0,2.0,South Robert,TN,Peru,4.0,0,Alto,0
62,Non-binary,Bachelor's,Widowed,33157.0,764.0,43328.0,Auto,Unemployed,19,Poor,0.25370650512058035,111543.0,1.0,Port Lucasburgh,PW,France,1.0,2,Alto,0
43,Non-binary,Bachelor's,Widowed,100541.0,691.0,18827.0,Business,Self-employed,0,Excellent,0.3287712748652647,30318.0,1.0,West Michael,KS,Mexico,1.0,2,Bajo,1
25,Female,Bachelor's,Widowed,34860.0,653.0,33557.0,Business,Self-employed,4,Poor,0.25449470249448836,297826.0,2.0,Nicoleview,NY,Anguilla,1.0,0,Alto,0
68,Female,Bachelor's,Widowed,89741.0,689.0,18127.0,Personal,Unemployed,18,Excellent,0.28621860872752836,203540.0,3.0,Craigfurt,MD,Guadeloupe,1.0,2,Bajo,1
66,Male,PhD,Widowed,111586.0,735.0,42495.0,Personal,Self-employed,12,Poor,0.32477323263323066,138156.0,1.0,Lake Robertton,MD,Bahamas,3.0,0,Alto,0
37,Non-binary,Bachelor's,Married,60834.0,687.0,48283.0,Business,Unemployed,5,Fair,0.4888077511463884,48748.0,3.0,Jenniferside,AK,Cote d'Ivoire,1.0,0,Bajo,1
40,Non-binary,Bachelor's,Widowed,32583.0,794.0,25038.0,Business,Unemployed,2,Fair,0.490590075497788,79888.0,1.0,Bellborough,AS,Bulgaria,0.0,2,Alto,0
53,Male,PhD,Divorced,57921.0,723.0,37583.0,Business,Unemployed,16,Good,0.34636733704036826,42219.0,2.0,Port Krista,OH,Trinidad and Tobago,1.0,0,Bajo,1
23,Male,PhD,Married,40319.0,705.0,17280.0,Auto,Employed,0,Good,0.45322885108820765,142690.0,3.0,Jessicachester,MP,Solomon Islands,0.0,0,Bajo,1
41,Non-binary,PhD,Divorced,28417.0,788.0,20660.0,Business,Employed,10,Fair,0.20491535599101315,97524.0,4.0,Bakerchester,DE,Madagascar,2.0,1,Alto,0
45,Male,High School,Single,99852.0,644.0,27081.0,Personal,Employed,1,Excellent,0.3080021307974484,138175.0,2.0,New Tammy,NV,Yemen,3.0,0,Alto,0
56,Female,High School,Married,38227.0,643.0,34048.0,Business,Self-employed,18,Good,0.23597688000921738,173876.0,4.0,Port Christopherfurt,TN,Burkina Faso,0.0,2,Alto,0
33,Non-binary,High School,Married,67796.0,732.0,31507.0,Business,Self-employed,14,Fair,0.2726203867742537,164407.0,4.0,Walkerside,IA,Christmas Island,2.0,1,Bajo,1
59,Female,High School,Single,90605.0,725.0,15170.0,Auto,Self-employed,13,Good,0.24760285069178292,51584.0,2.0,Trantown,TX,Timor-Leste,1.0,2,Bajo,1
66,Male,PhD,Divorced,90320.0,796.0,16556.0,Auto,Unemployed,17,Excellent,0.5572325053279177,95170.0,1.0,Lake Gene,DE,Cuba,1.0,0,Bajo,1
61,Female,High School,Single,113786.0,623.0,7420.0,Business,Employed,19,Good,0.23018912739107314,216378.0,0.0,Robertsonberg,TX,Palau,4.0,0,Alto,0
23,Non-binary,Bachelor's,Widowed,43466.0,782.0,9619.0,Business,Unemployed,11,Good,0.48979578049983363,182822.0,4.0,Lake Stephanieborough,CT,Norfolk Island,3.0,0,Alto,0
22,Female,Master's,Widowed,111499.0,686.0,35434.0,Personal,Unemployed,13,Good,0.30470504874546367,187389.0,1.0,Butlerview,MN,Vanuatu,0.0,0,Bajo,1
44,Non-binary,High School,Divorced,75578.0,721.0,26122.0,Business,Employed,10,Fair,0.5507586443900733,50286.0,1.0,Port Jacqueline,MS,Paraguay,3.0,0,Alto,0
61,Non-binary,Master's,Widowed,68875.0,700.0,15006.0,Personal,Self-employed,14,Excellent,0.24226290853938262,295485.0,2.0,Medinatown,IN,Mexico,1.0,1,Bajo,1
26,Female,PhD,Married,27004.0,774.0,30241.0,Personal,Employed,15,Excellent,0.18176791459253153,124383.0,4.0,Petersonview,DC,Isle of Man,1.0,2,Alto,0
21,Non-binary,Bachelor's,Single,70109.0,612.0,6735.0,Business,Employed,16,Excellent,0.13060319548090601,243232.0,3.0,West James,MA,Burkina Faso,4.0,1,Alto,0
56,Female,High School,Single,85057.0,679.0,35548.0,Auto,Employed,17,Fair,0.3266445373351323,140260.0,0.0,Michellechester,AS,Equatorial Guinea,1.0,1,Medio,2
30,Non-binary,PhD,Single,119332.0,630.0,17468.0,Business,Employed,17,Fair,0.4641144963886499,140795.0,1.0,Gravesberg,VT,Samoa,1.0,2,Medio,2
59,Male,PhD,Married,30511.0,643.0,11574.0,Home,Self-employed,2,Good,0.16189538022367697,48476.0,3.0,Wrightfurt,CO,Nepal,2.0,2,Alto,0
45,Female,Bachelor's,Divorced,52308.0,642.0,20464.0,Personal,Employed,0,Good,0.13392661885230264,150368.0,2.0,Butlerborough,WI,Cayman Islands,0.0,0,Medio,2
51,Non-binary,High School,Divorced,22966.0,680.0,16220.0,Home,Self-employed,4,Fair,0.5889029618798025,272497.0,2.0,Christopherbury,VI,Tanzania,2.0,0,Alto,0
67,Female,Bachelor's,Single,68330.0,741.0,18473.0,Home,Unemployed,13,Fair,0.18268350866223035,276021.0,2.0,Johnstonchester,NM,Pakistan,3.0,2,Alto,0
40,Female,PhD,Single,50785.0,675.0,14584.0,Auto,Self-employed,4,Excellent,0.11110604325938964,201731.0,0.0,Mooreport,AK,Guinea,4.0,1,Alto,0
33,Non-binary,Bachelor's,Single,106994.0,727.0,26924.0,Personal,Self-employed,16,Good,0.4614018760869081,294932.0,0.0,Andersonfurt,MO,Bulgaria,3.0,0,Alto,0
62,Non-binary,Bachelor's,Single,81710.0,722.0,18018.0,Auto,Unemployed,16,Fair,0.22868756417016048,21583.0,4.0,Lake Michael,OR,Cuba,3.0,0,Alto,0
30,Female,PhD,Divorced,111005.0,731.0,34657.0,Personal,Employed,6,Excellent,0.15684426572103063,72186.0,2.0,Myersfort,LA,Bouvet Island (Bouvetoya),3.0,1,Alto,0
39,Non-binary,Master's,Widowed,110197.0,642.0,13407.0,Business,Employed,13,Good,0.5143868050314216,249792.0,0.0,Paulberg,RI,Romania,0.0,1,Medio,2
47,Non-binary,PhD,Married,48892.0,623.0,42009.0,Auto,Unemployed,5,Fair,0.4813893343622405,199557.0,1.0,South Sharon,IL,Finland,4.0,1,Alto,0
43,Female,Master's,Divorced,95400.0,768.0,44512.0,Auto,Unemployed,19,Fair,0.14540040021225134,125061.0,1.0,New Michael,MD,Indonesia,2.0,2,Bajo,1
46,Female,Master's,Widowed,108271.0,604.0,29454.0,Business,Employed,7,Good,0.563960885926558,212570.0,0.0,East Katherine,TN,Zambia,4.0,1,Alto,0
62,Male,PhD,Married,102805.0,735.0,34741.0,Personal,Unemployed,15,Good,0.5928821890552836,132461.0,4.0,Port Rebeccaville,MD,Iceland,4.0,0,Alto,0
67,Female,High School,Married,73276.0,717.0,44581.0,Auto,Employed,0,Poor,0.24591098331416303,298985.0,1.0,Waynestad,RI,Western Sahara,2.0,0,Bajo,1
62,Non-binary,High School,Single,50054.0,669.0,32562.0,Business,Self-employed,14,Excellent,0.39873125265401044,260959.0,0.0,New Danielle,AR,Eritrea,1.0,1,Medio,2
46,Non-binary,High School,Married,27089.0,720.0,35207.0,Home,Self-employed,15,Excellent,0.5773772130756469,75245.0,3.0,New Deborah,CT,Morocco,0.0,1,Alto,0
45,Non-binary,PhD,Single,24476.0,616.0,38874.0,Home,Employed,1,Excellent,0.38697929497767247,210576.0,1.0,East Leeville,VT,Portugal,4.0,1,Alto,0
19,Male,High School,Divorced,92855.0,615.0,46036.0,Personal,Employed,11,Good,0.2460126578278173,152805.0,2.0,West Brentburgh,DC,Liberia,4.0,2,Alto,0
48,Male,Bachelor's,Married,56790.0,744.0,11069.0,Business,Unemployed,12,Good,0.1033224482607045,91957.0,3.0,Port Johnshire,PW,Nicaragua,0.0,2,Bajo,1
24,Non-binary,Master's,Married,88595.0,765.0,49046.0,Auto,Self-employed,3,Poor,0.23308863129157717,214936.0,0.0,New Justin,ME,Syrian Arab Republic,4.0,1,Alto,0
67,Female,Master's,Single,66576.0,651.0,28129.0,Business,Self-employed,16,Poor,0.3362735475308789,253493.0,0.0,Lake Aaronshire,WA,Uzbekistan,3.0,0,Alto,0
64,Non-binary,Bachelor's,Married,108762.0,724.0,21553.0,Home,Employed,17,Fair,0.5878450653497348,149028.0,3.0,South Brian,IL,Luxembourg,3.0,1,Alto,0
39,Female,Bachelor's,Married,64273.0,777.0,46308.0,Business,Self-employed,6,Excellent,0.15029531518774472,154005.0,2.0,Matthewview,DE,Dominican Republic,0.0,0,Bajo,1
24,Non-binary,Bachelor's,Married,94714.0,779.0,12184.0,Personal,Unemployed,3,Excellent,0.3578028542178894,297324.0,2.0,South Christopher,UT,Nepal,1.0,0,Bajo,1
65,Non-binary,High School,Single,54593.0,628.0,49092.0,Auto,Self-employed,0,Good,0.4155777697597923,155171.0,2.0,Alexanderbury,MP,Papua New Guinea,1.0,0,Medio,2
48,Male,Master's,Divorced,116665.0,787.0,12157.0,Personal,Unemployed,3,Good,0.445538130680324,21333.0,1.0,North Shannonmouth,MS,San Marino,1.0,0,Bajo,1
69,Non-binary,PhD,Married,42487.0,640.0,17620.0,Auto,Employed,1,Poor,0.329723591037029,52473.0,0.0,East Jennaton,IN,Equatorial Guinea,1.0,1,Medio,2
49,Male,Bachelor's,Single,28301.0,661.0,48974.0,Business,Self-employed,17,Poor,0.5175006835067526,204270.0,4.0,South Amanda,ID,Lithuania,1.0,1,Alto,0
39,Non-binary,PhD,Married,58458.0,779.0,42648.0,Home,Unemployed,4,Excellent,0.29307074359575747,195287.0,0.0,Lake Lee,SD,Somalia,3.0,2,Alto,0
46,Non-binary,High School,Divorced,107242.0,613.0,10917.0,Auto,Employed,17,Good,0.2403097655822011,129237.0,3.0,Matthewshire,MO,Peru,2.0,2,Medio,2
66,Male,Bachelor's,Widowed,38423.0,790.0,8534.0,Business,Employed,16,Good,0.3855556665188856,231882.0,2.0,Parkerfort,ME,Sao Tome and Principe,0.0,2,Alto,0
28,Non-binary,Master's,Single,68001.0,690.0,23940.0,Business,Unemployed,15,Good,0.2921082601153461,191836.0,4.0,North Ernest,TX,Isle of Man,4.0,2,Alto,0
37,Female,PhD,Widowed,70559.0,744.0,40422.0,Auto,Unemployed,12,Fair,0.24186932432774091,49173.0,4.0,Debbieburgh,LA,Burkina Faso,4.0,2,Alto,0
31,Male,Master's,Divorced,110680.0,782.0,37605.0,Business,Employed,8,Excellent,0.30257592005225264,123105.0,3.0,Jamesstad,VA,Greece,0.0,0,Bajo,1
29,Male,PhD,Widowed,83211.0,754.0,49587.0,Home,Employed,3,Fair,0.4378621033053598,209931.0,4.0,Bennettbury,CA,Jordan,4.0,0,Alto,0
65,Male,Bachelor's,Widowed,98314.0,625.0,27295.0,Auto,Employed,3,Excellent,0.45598540097875206,292546.0,3.0,North Ronaldfort,SC,Serbia,2.0,1,Medio,2
66,Non-binary,PhD,Married,111544.0,748.0,22812.0,Home,Self-employed,7,Fair,0.5514040297278429,281631.0,3.0,Hernandezchester,OH,Malawi,0.0,0,Bajo,1
66,Female,Master's,Single,33107.0,794.0,13463.0,Business,Self-employed,16,Fair,0.21298516520207486,24387.0,4.0,East Dan,ID,Saint Martin,0.0,0,Alto,0
34,Female,PhD,Divorced,22703.0,665.0,31274.0,Auto,Self-employed,11,Excellent,0.4179622840327064,103999.0,0.0,New Kiara,CA,Oman,4.0,0,Alto,0
59,Female,High School,Single,68120.0,657.0,34122.0,Home,Employed,17,Excellent,0.550016181637458,100167.0,1.0,Perkinsbury,ME,Cote d'Ivoire,3.0,2,Alto,0
52,Female,High School,Married,110179.0,749.0,42559.0,Personal,Self-employed,15,Fair,0.5256265344720014,132745.0,2.0,North William,VI,Western Sahara,2.0,1,Bajo,1
28,Female,Bachelor's,Widowed,42030.0,665.0,15203.0,Auto,Self-employed,3,Fair,0.10151376913896157,120645.0,4.0,Michaelchester,WA,Armenia,1.0,0,Medio,2
63,Male,Bachelor's,Divorced,97614.0,601.0,40182.0,Home,Self-employed,17,Fair,0.4700573708189386,240712.0,4.0,North Tammy,FL,Colombia,4.0,0,Alto,0
51,Male,PhD,Married,104075.0,693.0,49212.0,Auto,Employed,10,Fair,0.29726712730367466,45516.0,2.0,Walkermouth,NC,Palau,2.0,1,Bajo,1
24,Female,High School,Married,115157.0,737.0,33707.0,Home,Employed,2,Fair,0.2875782313640558,281687.0,0.0,West Brittney,AR,Sierra Leone,1.0,0,Bajo,1
67,Male,Master's,Widowed,31333.0,770.0,21238.0,Personal,Employed,15,Fair,0.12386905989482702,101545.0,2.0,Lake Kellyfort,LA,Fiji,0.0,1,Alto,0
63,Male,High School,Married,33403.0,627.0,36664.0,Personal,Employed,2,Poor,0.2065818086325902,24674.0,3.0,Harrisonside,PA,Afghanistan,3.0,0,Alto,0
56,Non-binary,Master's,Widowed,77751.0,683.0,42422.0,Home,Employed,15,Excellent,0.4626289239170819,206056.0,0.0,Port Sabrinaberg,LA,Lao People's Democratic Republic,3.0,1,Alto,0
36,Male,Master's,Married,112302.0,793.0,12611.0,Business,Unemployed,9,Excellent,0.3602790781218268,228333.0,1.0,West Peter,PR,Guyana,0.0,2,Bajo,1
59,Male,High School,Married,21316.0,682.0,13911.0,Personal,Unemployed,5,Good,0.16829244370180632,80096.0,4.0,Port Hannah,NM,Tajikistan,2.0,0,Alto,0
38,Male,Master's,Widowed,90600.0,684.0,27579.0,Business,Employed,18,Fair,0.37853371771954547,76653.0,3.0,Port Brianamouth,SD,Canada,4.0,0,Alto,0
26,Male,PhD,Married,81336.0,644.0,24553.0,Business,Employed,12,Good,0.408051120672558,239452.0,2.0,Gonzalesstad,KS,Libyan Arab Jamahiriya,0.0,0,Medio,2
32,Female,Master's,Widowed,94165.0,709.0,12136.0,Personal,Self-employed,10,Excellent,0.4775341271707676,170005.0,1.0,Hunterview,CA,Kyrgyz Republic,3.0,0,Alto,0
67,Female,High School,Married,38300.0,716.0,29966.0,Auto,Unemployed,5,Excellent,0.18815422971454207,264088.0,0.0,Lake Jasonside,RI,Sudan,4.0,1,Alto,0
31,Non-binary,Bachelor's,Single,81046.0,657.0,18011.0,Business,Employed,17,Excellent,0.38740610226226013,79741.0,4.0,South Jeff,TX,Aruba,0.0,1,Medio,2
50,Female,Master's,Divorced,48520.0,751.0,14121.0,Personal,Unemployed,16,Good,0.5694159149785482,214041.0,3.0,Morenoborough,WA,Guinea,4.0,0,Alto,0
51,Male,High School,Married,21783.0,686.0,31157.0,Personal,Unemployed,13,Good,0.22628187775494876,22824.0,0.0,Shepardfurt,IN,Cape Verde,4.0,0,Alto,0
26,Male,High School,Divorced,35076.0,616.0,33499.0,Personal,Employed,4,Fair,0.30989438170549877,241425.0,0.0,North Angela,ID,Andorra,3.0,0,Alto,0
55,Male,High School,Single,64713.0,762.0,16304.0,Business,Self-employed,11,Fair,0.5264079189891588,244760.0,2.0,East Jacobfort,PR,Uganda,4.0,1,Alto,0
33,Non-binary,Master's,Married,46110.0,666.0,17624.0,Personal,Unemployed,0,Good,0.5688736146625226,101322.0,4.0,South Deborahborough,KS,Vanuatu,1.0,2,Medio,2
42,Female,High School,Married,56345.0,639.0,38065.0,Business,Unemployed,5,Fair,0.48727158938028814,163286.0,2.0,New Mary,NM,Saint Pierre and Miquelon,0.0,0,Medio,2
59,Female,PhD,Widowed,41711.0,766.0,44543.0,Business,Self-employed,1,Good,0.3828595890961791,291507.0,3.0,New Derek,RI,Hong Kong,0.0,2,Bajo,1
43,Non-binary,PhD,Single,76982.0,773.0,13838.0,Business,Self-employed,9,Good,0.5036909993842777,184426.0,0.0,Wrightburgh,GA,Poland,2.0,0,Bajo,1
59,Male,PhD,Single,76332.0,720.0,43813.0,Home,Self-employed,3,Excellent,0.24911718572511818,180807.0,1.0,West Markhaven,NY,Palestinian Territory,1.0,2,Bajo,1
36,Non-binary,PhD,Widowed,119449.0,711.0,13482.0,Business,Unemployed,15,Fair,0.466426757446303,289477.0,0.0,West James,PW,Kuwait,0.0,1,Bajo,1
52,Male,Bachelor's,Single,48564.0,626.0,14969.0,Auto,Employed,3,Good,0.2780433942709445,227102.0,0.0,Mcdonaldstad,OK,Sudan,0.0,2,Medio,2
66,Female,PhD,Married,66978.0,671.0,20590.0,Personal,Self-employed,4,Fair,0.1728288018149209,159592.0,4.0,South Lisatown,RI,Cook Islands,1.0,0,Medio,2
47,Non-binary,High School,Single,49553.0,720.0,11103.0,Auto,Unemployed,9,Excellent,0.2922679586391247,214331.0,2.0,Hufffurt,MA,Uzbekistan,2.0,2,Bajo,1
26,Non-binary,Bachelor's,Married,58051.0,742.0,20180.0,Personal,Unemployed,5,Good,0.22514240413498224,170046.0,2.0,Smithmouth,IL,Guernsey,3.0,1,Alto,0
37,Male,Master's,Widowed,85206.0,617.0,18763.0,Home,Self-employed,2,Poor,0.14024408195725277,77080.0,3.0,Scottburgh,MH,Aruba,3.0,2,Alto,0
29,Non-binary,PhD,Divorced,61003.0,675.0,38875.0,Auto,Unemployed,19,Good,0.41639054017625865,94609.0,3.0,Maldonadoborough,FM,Bhutan,1.0,0,Medio,2
56,Non-binary,High School,Single,22882.0,708.0,19068.0,Home,Employed,8,Fair,0.405214607817841,124941.0,2.0,Annaborough,KY,Guam,1.0,1,Alto,0
52,Male,PhD,Single,96593.0,656.0,46732.0,Home,Employed,3,Excellent,0.3409543385586501,83728.0,0.0,South Donaldburgh,NV,Yemen,2.0,0,Medio,2
30,Non-binary,Bachelor's,Single,62732.0,773.0,34210.0,Auto,Unemployed,6,Fair,0.22836952462990104,257721.0,2.0,Craigburgh,AZ,Luxembourg,1.0,2,Bajo,1
18,Non-binary,High School,Single,30528.0,622.0,5576.0,Business,Employed,17,Excellent,0.4660367963666392,30533.0,0.0,Russellfort,RI,Central African Republic,1.0,0,Alto,0
49,Female,Master's,Divorced,71341.0,794.0,49107.0,Business,Unemployed,12,Poor,0.1755691625697711,41105.0,1.0,North Brett,NE,Central African Republic,0.0,1,Bajo,1
49,Female,Master's,Divorced,27045.0,611.0,47970.0,Auto,Employed,3,Poor,0.17058857472064912,65751.0,2.0,North Kellyfort,PR,Iran,0.0,2,Alto,0
29,Male,PhD,Widowed,95449.0,720.0,33414.0,Business,Unemployed,17,Excellent,0.4061112512205346,160191.0,2.0,Port Cathyfort,AL,Dominica,4.0,2,Alto,0
24,Male,Master's,Married,21949.0,642.0,36062.0,Home,Self-employed,17,Poor,0.23316692298906352,252969.0,4.0,South Kimberly,CT,Papua New Guinea,0.0,1,Alto,0
46,Non-binary,PhD,Married,48875.0,713.0,40866.0,Personal,Self-employed,4,Good,0.18227796939508858,289942.0,0.0,Martinezfort,PR,Tokelau,1.0,0,Bajo,1
64,Male,Bachelor's,Divorced,114075.0,683.0,33459.0,Home,Self-employed,7,Excellent,0.22311860709355794,266721.0,2.0,Lake Brandonbury,OH,Belarus,3.0,1,Alto,0
66,Female,PhD,Widowed,23333.0,700.0,8691.0,Business,Self-employed,1,Poor,0.5819377265808815,224931.0,4.0,Wardville,IN,Montenegro,0.0,2,Alto,0
61,Non-binary,Master's,Single,75304.0,624.0,43429.0,Business,Unemployed,2,Good,0.3652297699097242,154750.0,0.0,Christinamouth,UT,Bangladesh,1.0,2,Medio,2
67,Non-binary,Master's,Widowed,58398.0,603.0,45069.0,Auto,Employed,14,Poor,0.10228458480964217,114564.0,0.0,New Victoria,NV,British Indian Ocean Territory (Chagos Archipelago),0.0,2,Medio,2
50,Male,Bachelor's,Divorced,58733.0,702.0,30150.0,Auto,Unemployed,18,Good,0.49157303770610117,265600.0,1.0,Lake Paige,LA,Guyana,0.0,0,Bajo,1
29,Male,High School,Single,47453.0,717.0,20360.0,Business,Unemployed,6,Good,0.2352249442835758,114799.0,2.0,Wesleyshire,NJ,Nicaragua,3.0,2,Alto,0
33,Male,High School,Divorced,54018.0,723.0,20117.0,Business,Employed,17,Excellent,0.36932511418570446,153161.0,2.0,Ronnieburgh,AL,Greenland,1.0,0,Bajo,1
25,Non-binary,PhD,Divorced,92082.0,673.0,11866.0,Personal,Unemployed,14,Good,0.34199851146794824,85031.0,1.0,North Megan,SC,Cape Verde,2.0,0,Medio,2
41,Female,Master's,Divorced,44044.0,653.0,40301.0,Personal,Employed,6,Good,0.512761001240056,168077.0,1.0,East Martinmouth,VI,French Guiana,3.0,0,Alto,0
65,Female,High School,Single,30162.0,771.0,20455.0,Business,Self-employed,13,Excellent,0.2906443536876119,227598.0,0.0,North Amanda,MH,British Virgin Islands,1.0,2,Alto,0
49,Male,Bachelor's,Widowed,20982.0,779.0,47146.0,Home,Self-employed,15,Good,0.19332728279147451,39994.0,3.0,Lake Anthony,CT,Eritrea,2.0,2,Alto,0
68,Male,Bachelor's,Divorced,49692.0,703.0,5298.0,Personal,Employed,12,Excellent,0.2104795218793887,153524.0,3.0,Davisfort,VI,Mauritius,1.0,0,Bajo,1
18,Male,High School,Widowed,82345.0,768.0,41843.0,Personal,Employed,3,Poor,0.5331417013171057,186649.0,0.0,North James,MS,Bolivia,2.0,0,Bajo,1
37,Male,PhD,Widowed,54409.0,642.0,29513.0,Home,Employed,14,Fair,0.4236258111815313,243686.0,1.0,Petersonborough,MS,United States Minor Outlying Islands,3.0,0,Alto,0
35,Female,Master's,Married,113566.0,686.0,31362.0,Auto,Employed,10,Excellent,0.31838857509767005,183782.0,4.0,North Amy,SC,Saint Barthelemy,2.0,1,Bajo,1
52,Non-binary,Bachelor's,Married,64493.0,674.0,9677.0,Business,Unemployed,9,Fair,0.14366224752086984,90805.0,3.0,Vaughnshire,NY,Svalbard & Jan Mayen Islands,4.0,1,Alto,0
